Unit Name,Price,Description,Street Address,Bedroom/s,Bathroom/s,Region,City,Barangay,Floor Area,Lot Area,Parking Space,Pet Friendly,Link,Images,Special Character?
"Bedspace Renta, Babae",1700,"Bedspace Renta para sa 1 Babae

Mga numerong pwedeng tawagan:
* Sun/Smart: 0932 791 0074
  Globe: 0956 367 8584
  PLDT: 8822 9446

Halaga kada Buwan:
* P1,700.00

Paalala:
* Ang ibabaw ng double deck ang available.

Matatagpuan sa:
* Betterliving Subdivision malapit sa 
  Sinangag Express Dona Soledad Avenue

Mga pwedeng gamitin:
* Banyo
* Gas Stove
* Lababo

Mga benepisyo kung rerenta:
* May gwardiya 24 oras, Walang curfew, 
  Hindi binabaha
* Libre ang Tubig(No Water Interruption), 
  WiFi, Landline
* Malalapit sa Laundry Shops, Palengke, 
  SM Bicutan, Puregold, Shell, Petron, 
  Mercury Drug, Watsons, 7-eleven, 
  Mini-Stop, at iba pa.
* May traysikel sa paligid para sa medyo 
  malayo-layong paglalakbay

Kundisyon sa pag-renta:
* 1 Buwang Advance

Mga kinakailangan bago maka-renta:
* Photocopy ng NBI Clearance 
  o kaya ay Drivers License
* Photocopy ng ID sa trabaho

Mag-text o tumawag sa mga numerong nasa itaas
at hanapin si ""Aling Glenda"" para po sa inyong
iba pang mga katanungan. Salamat po.",Annex 43 Guatemala Street,,,Metro Manila (NCR),Paranaque City,Don Bosco,30,,,,https://www.carousell.ph/p/bedspace-renta-babae-1064285766/?t-id=pnpGAzmQ82_1612244971094&t-referrer_browse_type=search_results&t-referrer_request_id=SOfetSmnwC-3huB6&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/21/bedspace_renta_babae_1611214284_c91f9266_progressive, https://media.karousell.com/media/photos/products/2021/1/21/bedspace_renta_babae_1611214284_ab3d1c9d_progressive, https://media.karousell.com/media/photos/products/2021/1/21/bedspace_renta_babae_1611214284_1205f0d1_progressive, https://media.karousell.com/media/photos/products/2021/1/21/bedspace_renta_babae_1611214284_ccc25788_progressive, https://media.karousell.com/media/photos/products/2021/1/21/bedspace_renta_babae_1611214284_b206a415_progressive, https://media.karousell.com/media/photos/products/2021/1/21/bedspace_renta_babae_1611214285_4f87cb87_progressive, https://media.karousell.com/media/photos/products/2021/1/21/bedspace_renta_babae_1611214285_8fa57cd2_progressive",
Bedspace Makati Ayala Circuit Mall area,3800,"Bedspace Ladies professional
2 bd  apartment
1 for 3 pax /bdroom available 3.8 k
1 for  solo master bdroom available  8K
Total only 4 pax in Apartment unit 
Excluded utilities/ Own meter
Cook/Laundry
Ayala Circuit Mall area
Gated, secured
1 mo security/1 mo adv./ move in
Dr Cert required
Reference: Gov't ID/ Office ID
Inquiries/viewing
09171471952",,2,1,Metro Manila (NCR),Makati City,Olympia,40,,,,https://www.carousell.ph/p/bedspace-makati-ayala-circuit-mall-area-1065267750/?t-id=pnpGAzmQ82_1612244971094&t-referrer_browse_type=search_results&t-referrer_request_id=t14pVEXgn5tylEmH&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/25/bedspace_makati_ayala_circuit__1611577326_0c38a68f_progressive, https://media.karousell.com/media/photos/products/2021/1/25/bedspace_makati_ayala_circuit__1611577326_0a52d7f9_progressive",
Bedspace and Room for rent Binondo Manila,2300,"BEDSPACER

For Male: 2,300 
Water and Electricity Bill included
No bed, bring your own bed/foam/mattress
We provide electric fan

For Female: 2,300 to 2,400
Water and Electricity Bill included
Double deck bare only we provide electric fan

Rooms range from 4,500 to 8,500
Small room up to 3pax
Big Room up to 5pax only

Wifi fee not included in the rate.
Pm me or contact me for more info
09276716675 || 09328552226 || (02)9905811",,,,Metro Manila (NCR),Manila,,196,,,,https://www.carousell.ph/p/bedspace-and-room-for-rent-binondo-manila-238503043/?t-id=gisQ67rtqI_1612246472812&t-referrer_browse_type=search_results&t-referrer_request_id=6q16TLypt4Oqd3VC&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2019/07/11/234246_238503043_a5b8fb90.jpg, https://media.karousell.com/media/photos/products/2019/07/11/234246_238503043_8f1dc0af.jpg, https://media.karousell.com/media/photos/products/2019/07/11/234246_238503043_91ba017b.jpg, https://media.karousell.com/media/photos/products/2019/07/11/234246_238503043_59f6c108.jpg, https://media.karousell.com/media/photos/products/2019/07/11/234246_238503043_b9354c24.jpg, https://media.karousell.com/media/photos/products/2019/07/11/234246_238503043_44ad302c.jpg, https://media.karousell.com/media/photos/products/2019/07/11/234246_238503043_3ca4fc57.jpg, https://media.karousell.com/media/photos/products/2019/07/11/234246_238503043_b3abfeaa.jpg, https://media.karousell.com/media/photos/products/2019/07/11/234246_238503043_eea6b982.jpg, https://media.karousell.com/media/photos/products/2019/07/11/234246_238503043_4285e7b9.jpg",
Makati Ayala bedspace for rent,5000,"- with aircon and strong wifi
- fully furnished (ref, microwave, tv, etc)
- with cabinets and bed foam (uratex)
- this is a single condo unit (2 storey) with 2 bathrooms (condo sharing)
- 5000/head inclusive basic water, electric, condo dues
- 1 month advance, 1 month deposit
- 6 months minimum stay
- female only
- 5 slots available as of Jan 2021",,1,2,Metro Manila (NCR),Makati City,Pio Del Pilar,45,,,,https://www.carousell.ph/p/makati-ayala-bedspace-for-rent-1061345125/?t-id=gisQ67rtqI_1612246472812&t-referrer_browse_type=search_results&t-referrer_request_id=6q16TLypt4Oqd3VC&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/8/makati_ayala_bedspace_for_rent_1610083633_efc9ffcb_progressive, https://media.karousell.com/media/photos/products/2021/1/8/makati_ayala_bedspace_for_rent_1610083633_b5adf17c_progressive, https://media.karousell.com/media/photos/products/2021/1/8/makati_ayala_bedspace_for_rent_1610083634_e6e78e0d_progressive, https://media.karousell.com/media/photos/products/2021/1/8/makati_ayala_bedspace_for_rent_1610083634_648fe53e_progressive, https://media.karousell.com/media/photos/products/2021/1/8/makati_ayala_bedspace_for_rent_1610083634_b38ad408_progressive, https://media.karousell.com/media/photos/products/2021/1/8/makati_ayala_bedspace_for_rent_1610083634_7c55a334_progressive, https://media.karousell.com/media/photos/products/2021/1/8/makati_ayala_bedspace_for_rent_1610083634_247a1007_progressive, https://media.karousell.com/media/photos/products/2021/1/8/makati_ayala_bedspace_for_rent_1610083634_a01f9b7c_progressive, https://media.karousell.com/media/photos/products/2021/1/8/makati_ayala_bedspace_for_rent_1610083634_1d219187_progressive",
dorm quality bedspace palanan makati,3700,"QUALITY DORM BETTER THAN BEDSPACE MAKATI  
P3700 mo, includes ALL-IN amenities, in fan room,  7+1 mo contract, 
rates increase for shorter term stay
AC shared bedslot in rooms available too. Must come and view.",,,,Metro Manila (NCR),Makati City,Palanan,11,,,,https://www.carousell.ph/p/dorm-quality-bedspace-palanan-makati-1063019381/?t-id=gisQ67rtqI_1612246472812&t-referrer_browse_type=search_results&t-referrer_request_id=6q16TLypt4Oqd3VC&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/16/dorm_quality_bedspace_palanan__1610767008_f217b917_progressive, https://media.karousell.com/media/photos/products/2021/1/16/dorm_quality_bedspace_palanan__1610767009_496d7aea_progressive, https://media.karousell.com/media/photos/products/2021/1/16/dorm_quality_bedspace_palanan__1610767009_547f1135_progressive, https://media.karousell.com/media/photos/products/2021/1/16/dorm_quality_bedspace_palanan__1610767009_12a2b542_progressive, https://media.karousell.com/media/photos/products/2021/1/16/dorm_quality_bedspace_palanan__1610767009_63e1c46b_progressive, https://media.karousell.com/media/photos/products/2021/1/16/dorm_quality_bedspace_palanan__1610767009_163b9aa1_progressive, https://media.karousell.com/media/photos/products/2021/1/16/dorm_quality_bedspace_palanan__1610767010_5b08672c_progressive, https://media.karousell.com/media/photos/products/2021/1/16/dorm_quality_bedspace_palanan__1610767010_61b0fa78_progressive, https://media.karousell.com/media/photos/products/2021/1/16/dorm_quality_bedspace_palanan__1610767010_0df6560d_progressive",
Makati Female Bedspace,2500,"For rent Bedspace & Room
Female only
Ideal for working  & Students
-800 km from Cash&Carry
-1 km from RCBC plaza
-Computer Shop & Self Service       
laundry sa baba
-P2500 monthly (Bedspace good for6 )
-P5500 monthly (Room good for 2)
-1 month advance 1 month deposit
-Inclusion of water & electricity
-Well Ventilated 
-
# 0 9 2 1 5 5 5 9 1 1 1  (smart)
# 8 8 8 8 2 8 0 8 (landline)
-
1669 Dian corner Faraday Street
Brgy.San Isidro Makati 

For Viewing  look for Heidie",1669 Dian faraday San isidro makati,2,2,Metro Manila (NCR),Makati City,San Isidro,60,,,,https://www.carousell.ph/p/makati-female-bedspace-1060966390/?t-id=gisQ67rtqI_1612246472812&t-referrer_browse_type=search_results&t-referrer_request_id=otAW3SW4VMNFknwo&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/6/makati_female_bedspace_1609923503_c2c6cba2_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/6/makati_female_bedspace_1609923503_fcfcbb36_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/6/makati_female_bedspace_1609923503_a20774ee_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/6/makati_female_bedspace_1609923503_a858ab82_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/6/makati_female_bedspace_1609923503_4a76d2ee_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/6/makati_female_bedspace_1609923504_bce9625d_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/6/makati_female_bedspace_1609923504_c34991d2_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/6/makati_female_bedspace_1609923504_71eb38be_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/6/makati_female_bedspace_1609923504_33962b09_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/6/makati_female_bedspace_1609923504_2b775a00_progressive.jpg",
Boarding house lady bedspace lacson avenue sta cruz manila,2000,Boarding house for lady bedspacers at lacson avenue sta. Cruz manila near sm san lazaro and dangwa flower shops,Lacson Avenue,5,3,Metro Manila (NCR),Manila,,,,,,https://www.carousell.ph/p/boarding-house-lady-bedspace-lacson-avenue-sta-cruz-manila-273298859/?t-id=gisQ67rtqI_1612246472812&t-referrer_browse_type=search_results&t-referrer_request_id=6q16TLypt4Oqd3VC&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/01/17/boarding_house_lady_bedspace_sta_cruz_manila_1579245770_c917b71d_progressive.jpg, https://media.karousell.com/media/photos/products/2020/01/17/boarding_house_lady_bedspace_sta_cruz_manila_1579245770_6dcdf600_progressive.jpg, https://media.karousell.com/media/photos/products/2020/01/17/boarding_house_lady_bedspace_sta_cruz_manila_1579245770_c52be979_progressive.jpg, https://media.karousell.com/media/photos/products/2020/01/17/boarding_house_lady_bedspace_sta_cruz_manila_1579245770_bb444f35_progressive.jpg, https://media.karousell.com/media/photos/products/2020/01/17/boarding_house_lady_bedspace_sta_cruz_manila_1579245771_ef858daf_progressive.jpg, https://media.karousell.com/media/photos/products/2020/01/17/boarding_house_lady_bedspace_sta_cruz_manila_1579245771_34b45cb6_progressive.jpg",
Lady Bedspace for Rent Pasay city,2000,"For inquiry pls send a msg 09076443834
Lady Bedspace in Pasay City

Why rent with us?...

1. Near moa, naia, caap, pascor and so on.
2. Bed foam and cabinet included.
3. With electric fan.
4. Only 2 person per room. 
5. At a very low price of P2000 per head all in. One month advance and deposit consumable.
6. Puj route is baclaran-sucat vice versa. 
   Landmark is Our Lady of Airways Parish Church.
7. Complete address: #43 Sampaloc St. Pildera 2, NAIA Pasay City, Philippines.","43 sampaloc street pilera 2 NAIA, Pasay City",1,1,Metro Manila (NCR),Pasay City,,10,,,,https://www.carousell.ph/p/lady-bedspace-for-rent-pasay-city-1031871795/?t-id=gisQ67rtqI_1612246472812&t-referrer_browse_type=search_results&t-referrer_request_id=6q16TLypt4Oqd3VC&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/8/29/lady_bedspace_for_rent_pasay_c_1598745289_9b5db9df_progressive.jpg, https://media.karousell.com/media/photos/products/2020/8/29/lady_bedspace_for_rent_pasay_c_1598745289_896a9d49_progressive.jpg, https://media.karousell.com/media/photos/products/2020/8/29/lady_bedspace_for_rent_pasay_c_1598745289_ca1e3632_progressive.jpg, https://media.karousell.com/media/photos/products/2020/8/29/lady_bedspace_for_rent_pasay_c_1598745290_b0af9bc5_progressive.jpg, https://media.karousell.com/media/photos/products/2020/8/29/lady_bedspace_for_rent_pasay_c_1598745290_94a38197_progressive.jpg",
LF female bedspacer,1,"Viewing anytime. 

LF: Working female bedspacer

Location: Cembo, Makati

??Only 2 upper bunk left.

?? Accessible to most places.
?? Minimum 6 months 

Inclusions:
?Electric bill
?Water bill
? New Aircon (10hrs a day)
?Ceiling fan
?Bunkbed
?New Mattress and pillow
?Cabinet 
?Secured gate
? 24 hour cctv operated

??Nasa may main road ang bahay(along kalayaan ave.)
??10mins walk to BGC
??1 ride to Market!Market!/ SM Aura
??1 ride to Ayala
??1 ride to Rockwell
??1 ride to Pasig
??1 ride to Antipolo
??1 ride to Taytay
??1 ride to Cainta
??2 rides to mandaluyong
??2 rides to ortigas

Pm me for more details.",,2,2,Metro Manila (NCR),Makati City,Cembo,35,,,,https://www.carousell.ph/p/lf-female-bedspacer-1061086194/?t-id=gisQ67rtqI_1612246472812&t-referrer_browse_type=search_results&t-referrer_request_id=H8KqaSNsfsQU3joM&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2021/1/7/lf_female_bedspacer_1609980172_aaf5ec47_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/7/lf_female_bedspacer_1609980172_8649876d_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/7/lf_female_bedspacer_1609980172_b977e231_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/7/lf_female_bedspacer_1609980172_9f55c38b_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/7/lf_female_bedspacer_1609980172_15520f1f_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/7/lf_female_bedspacer_1609980172_c5a06614_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/7/lf_female_bedspacer_1609980173_caed1f97_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/7/lf_female_bedspacer_1609980173_e92c1c80_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/7/lf_female_bedspacer_1609980173_4726583e_progressive.jpg, https://media.karousell.com/media/photos/products/2021/1/7/lf_female_bedspacer_1609980173_347a2705_progressive.jpg",description
MALE BEDSPACE Dormitory near Cash &Carry and LRT Gil Puyat station,3400,"Our Makati Dormitory still available located at 4310c emilia st near jollibee bautista and cash & carry it's gated unit and flood free

inclusion
- Water &Electricity
- Wifi & Cable 
- Water Dispenser, Electric Stove & fridge 
- Sofa & Dining set 
- Bed & foam 
- Ceiling Fan & Stand fan
- Locker
- Bathrooms 
- Once a week cleaning 

requirements 
- valid ids
- rapid test or swab test if no rapid health Certificate 

payment method 
- 6 months contract with 1 month Advance & deposit
- 3 months contract with Advance only

for the you can text me 09069125200","4310c Emilia St, Brgy Palanan Makati City",5,3,Metro Manila (NCR),Makati City,Palanan,,,,,https://www.carousell.ph/p/male-bedspace-dormitory-near-cash-carry-and-lrt-gil-puyat-station-1046993258/?t-id=gisQ67rtqI_1612246472812&t-referrer_browse_type=search_results&t-referrer_request_id=6q16TLypt4Oqd3VC&t-referrer_search_query=bedspace&t-referrer_sort_by=popular,"https://media.karousell.com/media/photos/products/2020/11/5/male_bedspace_dormitory_near_c_1604562182_44d333c2_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/5/male_bedspace_dormitory_near_c_1604562182_03f6709b_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/5/male_bedspace_dormitory_near_c_1604562183_5f606291_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/5/male_bedspace_dormitory_near_c_1604562183_e811f900_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/5/male_bedspace_dormitory_near_c_1604562183_750db348_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/5/male_bedspace_dormitory_near_c_1604562183_fbb638b5_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/5/male_bedspace_dormitory_near_c_1604562183_aabcfa28_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/5/male_bedspace_dormitory_near_c_1604562183_e185bb68_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/5/male_bedspace_dormitory_near_c_1604562184_cfb62ebd_progressive.jpg, https://media.karousell.com/media/photos/products/2020/11/5/male_bedspace_dormitory_near_c_1604562184_5dc5c05d_progressive.jpg",
